OrigName,OrigLat,OrigLon,DestName,DestLat,DestLon,
London,51.5,-0.1167,Merrimac,42.8386,-71.0119,
London,51.5,-0.1167,Byron Center,42.8121,-85.7279,
London,51.5,-0.1167,Junction City,44.2069,-123.2102,
London,51.5,-0.1167,Brook Highland,33.4359,-86.6849,
London,51.5,-0.1167,Winthrop Harbor,42.4805,-87.8293,
London,51.5,-0.1167,Washington,41.2982,-91.6928,
London,51.5,-0.1167,North Syracuse,43.1339,-76.1306,
London,51.5,-0.1167,Bee Cave,30.3084,-97.9629,
London,51.5,-0.1167,Greenville,38.8866,-89.3893,
London,51.5,-0.1167,Ephraim,39.3564,-111.5848,
London,51.5,-0.1167,Osprey,27.1914,-82.48,
London,51.5,-0.1167,Red Hook,41.9959,-73.8769,
London,51.5,-0.1167,Camp Swift,30.1885,-97.2933,
London,51.5,-0.1167,North Caldwell,40.8629,-74.2576,
London,51.5,-0.1167,Edinboro,41.8762,-80.1247,
London,51.5,-0.1167,Huntertown,41.2157,-85.1715,
London,51.5,-0.1167,Interlaken,36.9505,-121.7363,
London,51.5,-0.1167,Bremen,33.7086,-85.1498,
London,51.5,-0.1167,Ambridge,40.5922,-80.2264,
London,51.5,-0.1167,Hamilton,46.2527,-114.1598,
London,51.5,-0.1167,Barberton,45.7136,-122.6114,
London,51.5,-0.1167,Glendive,47.1102,-104.7069,
London,51.5,-0.1167,Portage,40.3868,-78.6746,
London,51.5,-0.1167,Plaquemine,30.2834,-91.2429,
London,51.5,-0.1167,Myers Corner,41.5947,-73.8744,
London,51.5,-0.1167,Locust Grove,33.3436,-84.1066,
London,51.5,-0.1167,Nevada,42.0186,-93.4635,
London,51.5,-0.1167,Gleneagle,39.0453,-104.8288,
London,51.5,-0.1167,Groveland,42.752,-71.0149,
London,51.5,-0.1167,Stickney,41.8183,-87.773,
London,51.5,-0.1167,Aquia Harbour,38.4597,-77.3806,
London,51.5,-0.1167,Stevensville,38.9745,-76.3184,
London,51.5,-0.1167,Roosevelt,40.2925,-110.0094,
London,51.5,-0.1167,South Hill,42.4113,-76.4883,
London,51.5,-0.1167,Rinconada,-22.4329,-66.1666,
London,51.5,-0.1167,Gorom-Gorom,14.45,-0.2333,
London,51.5,-0.1167,Columbia,31.2564,-89.8266,
London,51.5,-0.1167,Selma,35.5436,-78.2955,
London,51.5,-0.1167,Ellettsville,39.2324,-86.6233,
London,51.5,-0.1167,Columbus,43.3354,-89.03,
London,51.5,-0.1167,Church Hill,36.5204,-82.7151,
London,51.5,-0.1167,Fox Point,43.1581,-87.9013,
London,51.5,-0.1167,Laurence Harbor,40.4489,-74.2495,
London,51.5,-0.1167,South Patrick Shores,28.202,-80.6137,
London,51.5,-0.1167,Silver Lake,34.1408,-77.909,
London,51.5,-0.1167,Canton,44.6,-75.1703,
London,51.5,-0.1167,Martins Ferry,40.1014,-80.7253,
London,51.5,-0.1167,Taneytown,39.657,-77.1683,
London,51.5,-0.1167,Loudoun Valley Estates,38.9801,-77.5082,
London,51.5,-0.1167,Normandy Park,47.4344,-122.3436,
London,51.5,-0.1167,Cherry Hills Village,39.6375,-104.9481,
London,51.5,-0.1167,Rupert,42.6189,-113.674,
London,51.5,-0.1167,Cushing,35.9797,-96.7603,
London,51.5,-0.1167,Montevallo,33.1254,-86.8482,
London,51.5,-0.1167,Spring Hill,38.7565,-94.82,
London,51.5,-0.1167,Monticello,36.8404,-84.8506,
London,51.5,-0.1167,Beaver Dam,37.4044,-86.8745,
London,51.5,-0.1167,Penn Estates,41.0346,-75.2417,
London,51.5,-0.1167,Sidney,47.7152,-104.168,
London,51.5,-0.1167,Union,39.909,-84.2897,
London,51.5,-0.1167,Tangdong,25.97,113.4,
London,51.5,-0.1167,Green Knoll,40.6048,-74.615,
London,51.5,-0.1167,Mattydale,43.0992,-76.1388,
London,51.5,-0.1167,Horta,38.5347,-28.6448,
London,51.5,-0.1167,Clairton,40.2976,-79.8854,
London,51.5,-0.1167,Lacy-Lakeview,31.6292,-97.1052,
London,51.5,-0.1167,Amite City,30.7323,-90.5133,
London,51.5,-0.1167,Lawrence,40.6042,-73.7149,
London,51.5,-0.1167,Irvington,41.0349,-73.8661,
London,51.5,-0.1167,Orange Lake,41.5319,-74.0936,
London,51.5,-0.1167,Pembroke Park,25.9852,-80.1777,
London,51.5,-0.1167,Lemoore Station,36.2633,-119.9049,
London,51.5,-0.1167,Belle Plaine,44.6189,-93.7644,
London,51.5,-0.1167,Catasauqua,40.6531,-75.4643,
London,51.5,-0.1167,Howland Center,41.2483,-80.7444,
London,51.5,-0.1167,Essex,41.3499,-72.4146,
London,51.5,-0.1167,Indian River Estates,27.3564,-80.2984,
London,51.5,-0.1167,East Rochester,43.112,-77.4869,
London,51.5,-0.1167,Ironwood,46.4522,-90.1505,
London,51.5,-0.1167,Hapeville,33.6609,-84.4093,
London,51.5,-0.1167,International Falls,48.5884,-93.4083,
London,51.5,-0.1167,Cherryville,35.3844,-81.3781,
London,51.5,-0.1167,Slippery Rock,41.0695,-80.058,
London,51.5,-0.1167,Waimanalo,21.3421,-157.7303,
London,51.5,-0.1167,Savage,39.1485,-76.8228,
London,51.5,-0.1167,Veneta,44.0471,-123.3514,
London,51.5,-0.1167,Abilene,38.9229,-97.2251,
London,51.5,-0.1167,Decatur,33.2269,-97.5886,
